"Code INSEE","Code Postal",Commune,Département,Région,Statut,"Altitude Moyenne",Superficie,Population,geo_point_2d,geo_shape,"ID Geogla","Code Commune","Code Canton","Code Arrondissement","Code Département","Code Région"
50134,50420,CHEVRY,MANCHE,BASSE-NORMANDIE,"Commune simple",87.0,372.0,0.1,"48.9712032014, -1.11387422204","{""type"": ""Polygon"", ""coordinates"": [[[-1.129719006805093, 48.96030056562093], [-1.127335487922814, 48.97212470305971], [-1.117077917055816, 48.97972614295899], [-1.106793030793073, 48.98061925852544], [-1.105246501956753, 48.977322616628896], [-1.09532897238252, 48.975410837037046], [-1.098326575248585, 48.96902330753373], [-1.129719006805093, 48.96030056562093]]]}",32512,134,45,4,50,25
58064,58350,CHATEAUNEUF-VAL-DE-BARGIS,NIEVRE,BOURGOGNE,"Commune simple",287.0,4793.0,0.6,"47.2837806445, 3.21656972159","{""type"": ""Polygon"", ""coordinates"": [[[3.27108542831171, 47.25644970961375], [3.270167732019428, 47.2501320104286], [3.254986079369389, 47.25779159926018], [3.226394549436354, 47.26346854253821], [3.212007170716163, 47.26041685178585], [3.207118510422872, 47.26151499562066], [3.204470876303603, 47.27121544164414], [3.19951437729635, 47.27216033476329], [3.178386610156709, 47.26286811294909], [3.153920370359329, 47.26724238504824], [3.150893806868016, 47.277419205064426], [3.143727036706379, 47.29334466602006], [3.137386101264434, 47.302615834523614], [3.139723215835313, 47.305637850266464], [3.169429938271453, 47.30787590025776], [3.191452098875184, 47.29987453895846], [3.200698002982659, 47.302217555719956], [3.201967678048421, 47.30551923916651], [3.209130970747306, 47.30971067700043], [3.236550851124027, 47.305462923442235], [3.256941127605058, 47.304402309549204], [3.27622045125266, 47.29334803093214], [3.28644811787051, 47.2931972041889], [3.289277569738525, 47.28295434080695], [3.284671381091523, 47.2700380801004], [3.27108542831171, 47.25644970961375]]]}",2075,064,09,4,58,26
80479,80290,LIGNIERES-CHATELAIN,SOMME,PICARDIE,"Commune simple",198.0,660.0,0.3,"49.7760927135, 1.86331037003","{""type"": ""Polygon"", ""coordinates"": [[[1.872694672914756, 49.76005134424666], [1.855470194282614, 49.767348888896635], [1.840216059620299, 49.764634823968464], [1.83303413889917, 49.76932866310021], [1.844889783961714, 49.775129431271345], [1.845372651385493, 49.778323859305644], [1.872037523773198, 49.79299495745201], [1.879700891156667, 49.78975001594965], [1.886366360319556, 49.775569244625736], [1.876457407614977, 49.77314210972986], [1.872694672914756, 49.76005134424666]]]}",32649,479,35,2,80,22
80615,80300,OVILLERS-LA-BOISSELLE,SOMME,PICARDIE,"Commune simple",121.0,959.0,0.4,"50.0291342676, 2.69870692069","{""type"": ""Polygon"", ""coordinates"": [[[2.703239356181252, 50.010239337664615], [2.691948224555194, 50.01049889531539], [2.678033403105712, 50.01127150390235], [2.677770302484734, 50.019803684541884], [2.681842186151548, 50.035200201021496], [2.688463551275553, 50.040130202800114], [2.695133642006706, 50.04645208423237], [2.706339091542491, 50.050332529816934], [2.718593315984049, 50.0540616533651], [2.719397521750024, 50.04736326074064], [2.712562716289556, 50.04248837454], [2.71555536904217, 50.0360554877058], [2.710386558912376, 50.03033099041915], [2.717591311858067, 50.026009587412126], [2.714675814238332, 50.02381126443192], [2.717371658408607, 50.0153565540584], [2.7085756769832, 50.01542577100389], [2.703239356181252, 50.010239337664615]]]}",20584,615,06,4,80,22
72194,72170,MEURCE,SARTHE,"PAYS DE LA LOIRE","Commune simple",67.0,615.0,0.3,"48.237234129, 0.201724875518","{""type"": ""Polygon"", ""coordinates"": [[[0.196567011230477, 48.2220615874286], [0.185987901971928, 48.23220901999233], [0.188217998075806, 48.24826110628001], [0.200354259855781, 48.25173639499485], [0.202865631468386, 48.25725181035136], [0.207072205841388, 48.25648697770352], [0.210467821896935, 48.2435305078309], [0.21887860258794, 48.2348425511015], [0.216443385849903, 48.22480952116348], [0.196567011230477, 48.2220615874286]]]}",11612,194,22,2,72,52
15229,15100,SOULAGES,CANTAL,AUVERGNE,"Commune simple",1031.0,1508.0,0.1,"45.0897253064, 3.26165456011","{""type"": ""Polygon"", ""coordinates"": [[[3.252255298113905, 45.07194337832624], [3.247603087905365, 45.071602657796014], [3.242580374520229, 45.07664692271039], [3.230204730044723, 45.08018472307442], [3.228515309862077, 45.08972342274205], [3.233636054732699, 45.095394335770486], [3.229441579478387, 45.104821254778344], [3.237936106871899, 45.10215626575554], [3.250737592946661, 45.10755764806179], [3.265467329058305, 45.10610991708456], [3.286614696320367, 45.09676538747712], [3.288147881070774, 45.0908547915272], [3.309068946267058, 45.08598159449341], [3.312027236654912, 45.0808590708339], [3.278673904349279, 45.079812953936575], [3.259658159165836, 45.07629330186819], [3.252255298113905, 45.07194337832624]]]}",11732,229,16,3,15,83
10302,10210,PRASLIN,AUBE,CHAMPAGNE-ARDENNE,"Commune simple",213.0,1204.0,0.1,"48.0459143506, 4.20718637657","{""type"": ""Polygon"", ""coordinates"": [[[4.238164356410165, 48.024681506831904], [4.213529666723428, 48.02868208434642], [4.194944779542395, 48.04049114004585], [4.16165651607895, 48.06529467568677], [4.164774122433742, 48.06785580357249], [4.175328539408013, 48.067885967049826], [4.201158763147062, 48.05588968798596], [4.227176373616919, 48.05305649243064], [4.239914873643615, 48.03985513308411], [4.238164356410165, 48.024681506831904]]]}",29156,302,07,3,10,21
70554,70500,VILLARS-LE-PAUTEL,HAUTE-SAONE,FRANCHE-COMTE,"Commune simple",270.0,1227.0,0.1,"47.8959698741, 5.92002657844","{""type"": ""Polygon"", ""coordinates"": [[[5.932310303669321, 47.876435023188314], [5.920526814192339, 47.8807546106451], [5.903836626380352, 47.87789074561737], [5.903212486285216, 47.879941516758365], [5.895494200477386, 47.899692782566014], [5.886493944742812, 47.90263418295754], [5.89057469690884, 47.90993641295096], [5.898898701989907, 47.90710149669248], [5.908089608735052, 47.90812596095402], [5.921568021786983, 47.916463829629734], [5.94356925493912, 47.90615193552684], [5.945488950216984, 47.88620063809258], [5.932310303669321, 47.876435023188314]]]}",23607,554,12,2,70,43
10445,10500,YEVRES-LE-PETIT,AUBE,CHAMPAGNE-ARDENNE,"Commune simple",132.0,826.0,0.1,"48.4793934797, 4.49202256762","{""type"": ""Polygon"", ""coordinates"": [[[4.468515549423, 48.46059922202769], [4.463831526287765, 48.46679351780886], [4.476935103764215, 48.481936269967555], [4.494999608811859, 48.494648804717066], [4.513604493971362, 48.49762533974419], [4.511557466108355, 48.494709191265976], [4.51830699442614, 48.48281818387525], [4.500092576019632, 48.47107370965306], [4.468515549423, 48.46059922202769]]]}",28085,445,06,1,10,21
18223,18110,SAINT-MARTIN-D'AUXIGNY,CHER,CENTRE,"Chef-lieu canton",213.0,2433.0,2.1,"47.2103197455, 2.38165698999","{""type"": ""Polygon"", ""coordinates"": [[[2.382844872998997, 47.18888974508552], [2.374970126286187, 47.18577746851067], [2.359290578255766, 47.18943708132408], [2.356389228535922, 47.195714150412684], [2.3473189650449, 47.19647367951905], [2.341537090784964, 47.20158171480992], [2.367636746508912, 47.247948300487444], [2.371203799181427, 47.24704940461142], [2.3764856759568, 47.23735480541925], [2.385588956755679, 47.23427039561709], [2.401697326922468, 47.216834954433494], [2.41158449938399, 47.21531906295415], [2.426169638948611, 47.21801205505744], [2.424504922259195, 47.20316692343507], [2.416830658424586, 47.190893455945776], [2.382844872998997, 47.18888974508552]]]}",23081,223,23,1,18,24
18131,18350,LUGNY-BOURBONNAIS,CHER,CENTRE,"Commune simple",188.0,532.0,0.0,"46.9350965146, 2.70318159119","{""type"": ""Polygon"", ""coordinates"": [[[2.694901150081614, 46.919223101893266], [2.692126240926771, 46.94270625550959], [2.683860897883954, 46.94656444850099], [2.688644867153167, 46.955986228067275], [2.689492117821989, 46.95499811772752], [2.696719449063721, 46.946481940407885], [2.728674200741161, 46.93202072301012], [2.695886484172943, 46.91926172101916], [2.694901150081614, 46.919223101893266]]]}",1678,131,21,2,18,24
28362,28240,SAINT-VICTOR-DE-BUTHON,EURE-ET-LOIR,CENTRE,"Commune simple",217.0,2821.0,0.5,"48.408433137, 0.979282290732","{""type"": ""Polygon"", ""coordinates"": [[[0.948628127042275, 48.38527930993638], [0.93267679054616, 48.38101522776291], [0.926529128401998, 48.38411176563507], [0.929503210876453, 48.390589611113434], [0.948381412401709, 48.40164548096196], [0.945291353521663, 48.418115215773376], [0.976415754774005, 48.43877295574474], [0.983565123345676, 48.44172944746118], [0.985572875736757, 48.43240429468985], [1.019553511451428, 48.430690633763724], [1.024491436950456, 48.42523843804221], [1.023929273823757, 48.41861460390433], [1.01261979558995, 48.412369061723155], [1.011844831260376, 48.39962188833995], [1.009923098967295, 48.39683580408996], [1.02009467950496, 48.39157043374194], [1.013714927134868, 48.38768389854283], [0.998692504740267, 48.38939310581077], [0.984496387432657, 48.385381717492315], [0.948628127042275, 48.38527930993638]]]}",2440,362,17,4,28,24
89300,89420,PISY,YONNE,BOURGOGNE,"Commune simple",316.0,1225.0,0.1,"47.5639786066, 4.14212075944","{""type"": ""Polygon"", ""coordinates"": [[[4.145917363683264, 47.540451413356635], [4.12141027036725, 47.54274221052247], [4.115207523847696, 47.55195702424055], [4.118811399061759, 47.558323115405564], [4.141670160717163, 47.571289923507464], [4.141273063308011, 47.60937285592391], [4.154181681544182, 47.59503163752993], [4.154106738233192, 47.57123958298955], [4.158628624451489, 47.56138228437187], [4.166241303420512, 47.55674224574187], [4.164177332357649, 47.553567035623445], [4.155960104023718, 47.550533959441516], [4.153444277793044, 47.544248220231296], [4.145917363683264, 47.540451413356635]]]}",28547,300,17,2,89,26
43142,43290,MONTREGARD,HAUTE-LOIRE,AUVERGNE,"Commune simple",986.0,3994.0,0.6,"45.1595314738, 4.35494636429","{""type"": ""Polygon"", ""coordinates"": [[[4.344185891232356, 45.12953524772295], [4.33436146501372, 45.13046369276022], [4.314169555447559, 45.140645283284286], [4.289661574487915, 45.158230459698046], [4.289365275713094, 45.159179441263696], [4.296936223466385, 45.160172351096854], [4.302053763446452, 45.17494457907082], [4.311540773684055, 45.173932978853514], [4.322486928592899, 45.18025170639024], [4.340370378694142, 45.177318777217074], [4.345328927384949, 45.18653476001543], [4.388184440198921, 45.18204770086736], [4.404493323966484, 45.17534169174111], [4.41634375900748, 45.165168745589405], [4.407886533631078, 45.15034456389463], [4.411158746337553, 45.1408294183089], [4.397880730494608, 45.13955570934429], [4.376558944791764, 45.14435959050189], [4.367249460908119, 45.14353750151907], [4.35723755218195, 45.136311341322646], [4.352588437645024, 45.13715127847582], [4.344185891232356, 45.12953524772295]]]}",3427,142,15,3,43,83
45203,45130,MEUNG-SUR-LOIRE,LOIRET,CENTRE,"Chef-lieu canton",97.0,2049.0,6.1,"47.8397230739, 1.69811579508","{""type"": ""Polygon"", ""coordinates"": [[[1.693146810584244, 47.8097378997057], [1.696376925919521, 47.816425865549355], [1.679427034791224, 47.82467039744677], [1.659447856000573, 47.82878230355241], [1.673780774248018, 47.83829763177874], [1.675557543438491, 47.84801203578099], [1.67172541858781, 47.85420653054364], [1.64933984589319, 47.86781275089187], [1.668018040704022, 47.864992886066034], [1.695930493893754, 47.85752048441319], [1.717659625408252, 47.864897845212774], [1.719233883709847, 47.858965346720765], [1.735379526156856, 47.84706106524336], [1.720725161195144, 47.837576959396586], [1.726675723423431, 47.83194397584296], [1.722692569811999, 47.821909294005415], [1.726975242219246, 47.81999360414943], [1.707094692489793, 47.81148582389903], [1.693146810584244, 47.8097378997057]]]}",23928,203,18,2,45,24
12240,12300,SAINT-PARTHEM,AVEYRON,MIDI-PYRENEES,"Commune simple",341.0,1880.0,0.4,"44.6329765505, 2.29151431858","{""type"": ""Polygon"", ""coordinates"": [[[2.250630660734446, 44.611934347124674], [2.24724806784511, 44.625514902187675], [2.258761799649817, 44.644409060041106], [2.263616478947782, 44.64445049173454], [2.270478680305525, 44.639436247240255], [2.275222926562903, 44.64018768440728], [2.286896466496973, 44.64643065775467], [2.301404979775777, 44.64802675409059], [2.320661825932574, 44.657545881127355], [2.327358448097171, 44.644973549540204], [2.320200790029202, 44.63616086240642], [2.321274753378808, 44.63283635564359], [2.334034770050808, 44.628529498175695], [2.335095060649561, 44.62521379346024], [2.330450982678372, 44.619252837159124], [2.306691533319668, 44.62015973490825], [2.298129891312375, 44.623400796167374], [2.265296548364892, 44.62004544371356], [2.259787590615795, 44.61430980738393], [2.250630660734446, 44.611934347124674]]]}",34447,240,10,3,12,73
33297,33480,MOULIS-EN-MEDOC,GIRONDE,AQUITAINE,"Commune simple",23.0,2077.0,1.8,"45.0531974317, -0.784543632595","{""type"": ""Polygon"", ""coordinates"": [[[-0.851893239887322, 45.019095079607254], [-0.864542649052123, 45.01803435664406], [-0.857609483040802, 45.02605456164857], [-0.846012360855498, 45.03727347939768], [-0.804646420315154, 45.047439322118805], [-0.78356659717253, 45.06214797533976], [-0.769752067832249, 45.065897757625876], [-0.76590566454632, 45.07885508857238], [-0.748062443409672, 45.08464915863104], [-0.745757833100719, 45.091081627928], [-0.741764240607188, 45.0916845830093], [-0.734469333950124, 45.08192381097166], [-0.736696794911921, 45.06918440136288], [-0.728699431190388, 45.06275512852402], [-0.732863091589854, 45.06129956663651], [-0.780803190277907, 45.040652839155], [-0.800314152303865, 45.0411330948786], [-0.80831433186553, 45.03706458515283], [-0.817895878440541, 45.03643879215385], [-0.833042687356247, 45.02296433674579], [-0.851893239887322, 45.019095079607254]]]}",938,297,20,4,33,72
12100,12300,FIRMI,AVEYRON,MIDI-PYRENEES,"Commune simple",377.0,2918.0,2.5,"44.5476858944, 2.32505415911","{""type"": ""Polygon"", ""coordinates"": [[[2.315498969872614, 44.51350508168223], [2.309349380385222, 44.5215060586373], [2.297711453001231, 44.525411768321874], [2.298629673215092, 44.528487498504674], [2.300264043370768, 44.53471868903], [2.293564794332702, 44.543030494560234], [2.300304146652969, 44.54773679897434], [2.303483140648467, 44.55741680087153], [2.291110428313798, 44.56205551158694], [2.285452117836006, 44.56537708016038], [2.290647555912853, 44.57985104765833], [2.294245274864132, 44.578226574344576], [2.315221802501807, 44.578934765632965], [2.326623544522363, 44.5734771487231], [2.336068391382157, 44.573597337241196], [2.347096748051345, 44.56748719706957], [2.351073163996785, 44.55790475274682], [2.359565856778166, 44.55515449972316], [2.362107147605709, 44.54865129217388], [2.365896967255821, 44.54301047247319], [2.357501924628352, 44.531834729236216], [2.357500247614281, 44.5253438710295], [2.345206439029093, 44.52091438722891], [2.336467169187675, 44.523607972858564], [2.324003114750881, 44.51359351407774], [2.315498969872614, 44.51350508168223]]]}",10263,100,01,3,12,73
24176,24560,FAURILLES,DORDOGNE,AQUITAINE,"Commune simple",109.0,435.0,0.0,"44.7025777604, 0.687070174214","{""type"": ""Polygon"", ""coordinates"": [[[0.695851302042862, 44.691326177888705], [0.678485771604039, 44.696025034896024], [0.668820700631439, 44.70316241278724], [0.680142471478194, 44.713740073273875], [0.692108268315219, 44.708099749592115], [0.696226798369345, 44.709923839042496], [0.704299309097171, 44.70678607928631], [0.695851302042862, 44.691326177888705]]]}",26244,176,14,1,24,72
22257,22450,QUEMPERVEN,COTES-D'ARMOR,BRETAGNE,"Commune simple",61.0,796.0,0.4,"48.7254448619, -3.3365775536","{""type"": ""Polygon"", ""coordinates"": [[[-3.341737609542272, 48.710746838002294], [-3.346951841655502, 48.715386777938896], [-3.358846642563651, 48.718551045949305], [-3.359395732280407, 48.7287543816197], [-3.338409271916439, 48.74247852917494], [-3.328484028723617, 48.73511997859245], [-3.314736597516465, 48.73243884953344], [-3.312924666955199, 48.7225463766691], [-3.322374763460425, 48.714781363363066], [-3.341737609542272, 48.710746838002294]]]}",11102,257,42,3,22,53
08150,08300,ECLY,ARDENNES,CHAMPAGNE-ARDENNE,"Commune simple",98.0,939.0,0.2,"49.5544898631, 4.28769534327","{""type"": ""Polygon"", ""coordinates"": [[[4.287886307674076, 49.53398024994378], [4.264460870970233, 49.55068394933765], [4.262088232852777, 49.55982248013379], [4.271217430946437, 49.56022154982504], [4.272117992798557, 49.568687728767294], [4.305671179567651, 49.57083014208873], [4.308620124966642, 49.5477170888397], [4.305522839963666, 49.54488322414359], [4.287886307674076, 49.53398024994378]]]}",30033,150,06,2,08,21
67137,67640,FEGERSHEIM,BAS-RHIN,ALSACE,"Commune simple",146.0,629.0,5.3,"48.4974401666, 7.68863317258","{""type"": ""Polygon"", ""coordinates"": [[[7.697871473359523, 48.48206317872167], [7.674415807146772, 48.4871801817824], [7.678019535544876, 48.49672581540796], [7.666028291011926, 48.50200111936833], [7.674084677496096, 48.504450689118514], [7.674241388816888, 48.51061749595725], [7.702765026904848, 48.509418747895765], [7.706078643366271, 48.506899273534], [7.700076878836542, 48.5016759118691], [7.701808086137047, 48.495578377985666], [7.704652347481404, 48.48632750701812], [7.697871473359523, 48.48206317872167]]]}",33590,137,08,6,67,42
34034,34220,BOISSET,HERAULT,LANGUEDOC-ROUSSILLON,"Commune simple",528.0,1743.0,0.0,"43.4017637442, 2.69024605331","{""type"": ""Polygon"", ""coordinates"": [[[2.714982838192161, 43.37700655258573], [2.710470965800878, 43.37659874403342], [2.704666358762322, 43.385390422964754], [2.696025686530428, 43.38423297237935], [2.684392655731365, 43.38899472812428], [2.67633100700732, 43.38136003978693], [2.674678124455304, 43.387931395212554], [2.670513314161877, 43.389286245974496], [2.654031142294902, 43.38338721239128], [2.646121558190582, 43.38590760950354], [2.650921583066586, 43.391734840756975], [2.664749731234718, 43.39400064480663], [2.666413298011097, 43.40071710409518], [2.67359365577185, 43.405156238263956], [2.666666010524771, 43.43165696737019], [2.683885379235956, 43.42972032032839], [2.687302235102807, 43.41655925396317], [2.691556698586902, 43.41488910258473], [2.704968243530042, 43.41795828956053], [2.719502160625301, 43.408820475706634], [2.723172809838389, 43.39224054755665], [2.711642130580318, 43.37915680733488], [2.714982838192161, 43.37700655258573]]]}",13681,034,33,1,34,91
62841,62232,VENDIN-LES-BETHUNE,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS,"Commune simple",29.0,366.0,2.4,"50.5464095644, 2.60682652334","{""type"": ""Polygon"", ""coordinates"": [[[2.624889535517366, 50.55157337617306], [2.617832502862333, 50.542181381340505], [2.60486782292744, 50.53582187980375], [2.589618322303316, 50.538940712112115], [2.589087570341578, 50.543570363544205], [2.59831562899854, 50.546840792403934], [2.60143395424509, 50.556849519729276], [2.605962716169063, 50.55966431497709], [2.611038247155042, 50.55379249066546], [2.615945845686427, 50.55500152494051], [2.624889535517366, 50.55157337617306]]]}",26625,841,12,2,62,31
26278,26170,"LA ROCHE-SUR-LE-BUIS",DROME,RHONE-ALPES,"Commune simple",823.0,2817.0,0.3,"44.2625812469, 5.34101183886","{""type"": ""Polygon"", ""coordinates"": [[[5.365992644476216, 44.23639629689549], [5.349962871753602, 44.22980667366555], [5.318628811602572, 44.25403888413069], [5.311330551498335, 44.25665107607175], [5.303684335891676, 44.26521337167245], [5.290274038607855, 44.268276310108845], [5.288597710058315, 44.28139552037703], [5.300994594376853, 44.2863325628577], [5.324472629341883, 44.28474883361294], [5.371264656983015, 44.27623865125955], [5.389932043834146, 44.26562213867656], [5.392733947890266, 44.26312070513573], [5.379803291190959, 44.25360389896883], [5.365992644476216, 44.23639629689549]]]}",7817,278,03,2,26,82
