"Code INSEE","Code Postal",Commune,Département,Région,Statut,"Altitude Moyenne",Superficie,Population,geo_point_2d,geo_shape,"ID Geogla","Code Commune","Code Canton","Code Arrondissement","Code Département","Code Région"
53088,53540,CUILLE,MAYENNE,"PAYS DE LA LOIRE","Commune simple",79.0,2176.0,1.0,"47.9658362794, -1.11498852858","{""type"": ""Polygon"", ""coordinates"": [[[-1.159513986008321, 47.93922086811169], [-1.161302233563231, 47.952945737650694], [-1.156194808953884, 47.96445446291125], [-1.148706850675061, 47.968215722670514], [-1.129886364152276, 47.97122190150386], [-1.122299648007647, 47.986510535860184], [-1.107516083746768, 47.98887552417159], [-1.092993250599465, 47.987507870179286], [-1.078713813155569, 47.98440885957541], [-1.068830170081599, 47.98294926026759], [-1.060630966700387, 47.97526703025039], [-1.078924013309011, 47.96482908393904], [-1.079503009306088, 47.959104796209836], [-1.092388765109241, 47.96057596436697], [-1.09462609414705, 47.95792972766967], [-1.120510072392053, 47.94867069309639], [-1.133349304284818, 47.952310789699204], [-1.133526712550656, 47.9403099024859], [-1.159513986008321, 47.93922086811169]]]}",16527,088,07,1,53,52
79212,79190,PLIBOUX,DEUX-SEVRES,POITOU-CHARENTES,"Commune simple",135.0,1547.0,0.2,"46.1647195331, 0.12277120326","{""type"": ""Polygon"", ""coordinates"": [[[0.134746313247036, 46.1419236600943], [0.101151404866979, 46.14819859127212], [0.106475449876598, 46.16843771770667], [0.092242615790393, 46.17122813543143], [0.084165728868708, 46.179942002203184], [0.092911830930712, 46.179400178477394], [0.107702335137885, 46.18599515000826], [0.139626306495885, 46.17960359321511], [0.143412534758733, 46.17340934329868], [0.148112441665129, 46.17257228014431], [0.155111374090451, 46.157168244596924], [0.141672428091512, 46.14981144438584], [0.134746313247036, 46.1419236600943]]]}",32696,212,28,2,79,54
60006,60700,"LES AGEUX",OISE,PICARDIE,"Commune simple",32.0,502.0,1.1,"49.3183042237, 2.5890180969","{""type"": ""Polygon"", ""coordinates"": [[[2.577808068096081, 49.306700478259465], [2.569989036158117, 49.312884549281314], [2.579266770508335, 49.32676970363532], [2.603118832514971, 49.3316056910081], [2.603940875644207, 49.31051960284289], [2.577808068096081, 49.306700478259465]]]}",27840,006,20,2,60,22
02111,02320,BRANCOURT-EN-LAONNOIS,AISNE,PICARDIE,"Commune simple",105.0,668.0,0.7,"49.5176286609, 3.41282321335","{""type"": ""Polygon"", ""coordinates"": [[[3.396396881604928, 49.50132504980322], [3.395817517333415, 49.51928380068306], [3.400413439882574, 49.52801334397308], [3.40526134305888, 49.52822192625698], [3.41856740716649, 49.53282314108404], [3.431240981375198, 49.52759311710608], [3.432248682861922, 49.52100184084695], [3.425559735933145, 49.50845213575225], [3.396396881604928, 49.50132504980322]]]}",33680,111,01,2,02,22
03301,03190,VAUX,ALLIER,AUVERGNE,"Commune simple",213.0,1801.0,1.0,"46.4214002132, 2.57435492547","{""type"": ""Polygon"", ""coordinates"": [[[2.57227674957786, 46.39498855584413], [2.533321587446233, 46.408955422444926], [2.531545652871823, 46.41566571457123], [2.540031311421263, 46.41913103446635], [2.553222094106675, 46.42377583804111], [2.572266222531117, 46.42293028168705], [2.576202345734639, 46.42916722976174], [2.571687967123987, 46.435228578673424], [2.558806838549232, 46.43846627124338], [2.565955198856416, 46.446958094873985], [2.585559872452474, 46.448813833280646], [2.595020058187291, 46.44675867320354], [2.598850414106955, 46.43783952759656], [2.603436556598655, 46.437648435049454], [2.604618078672895, 46.43097103951678], [2.600429657613498, 46.42494131074038], [2.603764919033138, 46.412148210712104], [2.594501235431882, 46.404371600264454], [2.580053224245843, 46.40596722975294], [2.576190182281569, 46.40389086195354], [2.570936706003204, 46.398243254165784], [2.57227674957786, 46.39498855584413]]]}",6998,301,31,1,03,83
03172,03370,MESPLES,ALLIER,AUVERGNE,"Commune simple",389.0,1535.0,0.1,"46.4272621161, 2.36441867083","{""type"": ""Polygon"", ""coordinates"": [[[2.377240934837208, 46.410650954352015], [2.371289209742546, 46.40518836783142], [2.366414249998424, 46.405746732089554], [2.355274439778058, 46.416508273147954], [2.331864563844672, 46.421812654359066], [2.326991815213732, 46.43154538122113], [2.338734960338289, 46.44264499153864], [2.368364176447948, 46.44312784964868], [2.400034941282898, 46.433312215390636], [2.394551373774854, 46.416912422281754], [2.377240934837208, 46.410650954352015]]]}",22136,172,13,1,03,83
2A130,20128,GROSSETO-PRUGNA,CORSE-DU-SUD,CORSE,"Commune simple",349.0,3202.0,2.6,"41.8837141916, 8.87384830361","{""type"": ""Polygon"", ""coordinates"": [[[8.960479055349685, 41.85525903564494], [8.959685370165337, 41.86230358422213], [8.928886839090383, 41.87814725337748], [8.905451767523974, 41.87728213419684], [8.893654204142647, 41.88285160671945], [8.870711939438307, 41.88681553801427], [8.861333327176906, 41.88645433208316], [8.857963626610468, 41.883966154915605], [8.854470051902812, 41.87064829475888], [8.841151476233806, 41.8742783549769], [8.822463337990454, 41.87261852701631], [8.813388166707982, 41.87456940154994], [8.797629856842041, 41.86764552053283], [8.788533988925868, 41.86828032565579], [8.782124110738303, 41.87295544797558], [8.78045910110365, 41.88227016814369], [8.796687940164611, 41.88771175963253], [8.802583177143163, 41.8926120278594], [8.797666407354592, 41.90536695389742], [8.79862000406425, 41.90807091683317], [8.802320386823999, 41.9076873431232], [8.803760448493342, 41.90468061978333], [8.815209241037675, 41.90840103519509], [8.81916654740057, 41.90720100259471], [8.82797696347106, 41.90508428845873], [8.836402578302932, 41.88911587709911], [8.844896158577324, 41.886753915585466], [8.866170212440354, 41.89313970290738], [8.893063924699453, 41.88743378221741], [8.923263874437021, 41.89630922880475], [8.934131097357355, 41.890239169109485], [8.942814770730893, 41.8927772240807], [8.952098548115643, 41.90374917710622], [8.95935255041572, 41.8967810943897], [8.956399093477973, 41.89094795189899], [8.965891325920762, 41.878961149442915], [8.96710829904293, 41.872054591530826], [8.96975926467052, 41.86919289119863], [8.974367278059866, 41.86970665591106], [8.97186599444199, 41.857398260440036], [8.960479055349685, 41.85525903564494]]]}",7974,130,48,1,2A,94
77252,77550,LIMOGES-FOURCHES,SEINE-ET-MARNE,ILE-DE-FRANCE,"Commune simple",93.0,800.0,0.5,"48.6265916189, 2.66952295413","{""type"": ""Polygon"", ""coordinates"": [[[2.685319749279792, 48.61106341083745], [2.663498085205199, 48.6145838262102], [2.656748437259034, 48.61984471623975], [2.637198869013361, 48.623618692608645], [2.64249007742568, 48.629643411253156], [2.65562824733271, 48.63544793643756], [2.680569675929177, 48.64034772842434], [2.694995919394673, 48.63594201263084], [2.68860185062362, 48.627137327358874], [2.685319749279792, 48.61106341083745]]]}",30257,252,02,2,77,11
22020,22250,BROONS,COTES-D'ARMOR,BRETAGNE,"Chef-lieu canton",90.0,3570.0,2.9,"48.3108134882, -2.24133807266","{""type"": ""Polygon"", ""coordinates"": [[[-2.220304268738186, 48.28094159014826], [-2.238153151478827, 48.274046781386616], [-2.286388618577737, 48.28478384635113], [-2.276114928647227, 48.29982434753016], [-2.284280536934043, 48.31895510300919], [-2.267417198325189, 48.33187185292657], [-2.257662727918528, 48.332098583729874], [-2.247171953507386, 48.33876823038025], [-2.23284556878843, 48.34022353039475], [-2.229047297125204, 48.342285048938166], [-2.230560224111932, 48.345392050491704], [-2.205134634153177, 48.353483449942146], [-2.20782633161076, 48.346927169080175], [-2.198640993685187, 48.33953192800364], [-2.208769662505129, 48.320412699114755], [-2.206709083276212, 48.30738405158291], [-2.207911753422352, 48.300965164915546], [-2.220877284536715, 48.28753480491562], [-2.220304268738186, 48.28094159014826]]]}",10887,020,04,1,22,53
86088,86240,CROUTELLE,VIENNE,POITOU-CHARENTES,"Commune simple",140.0,151.0,0.8,"46.5425586218, 0.2929490098","{""type"": ""Polygon"", ""coordinates"": [[[0.284358551927286, 46.533733853350846], [0.284753534655006, 46.54283408310235], [0.294565341863476, 46.54929226849542], [0.302687648455912, 46.54771815576286], [0.302570831823044, 46.5429582889105], [0.284358551927286, 46.533733853350846]]]}",35946,088,35,3,86,54
57184,57130,DORNOT,MOSELLE,LORRAINE,"Commune simple",254.0,115.0,0.2,"49.0468197833, 6.0500302529","{""type"": ""Polygon"", ""coordinates"": [[[6.057507053933946, 49.040038733306965], [6.045443553760129, 49.043683759830884], [6.035337182832915, 49.05413470947351], [6.061947249027749, 49.04732225539919], [6.057507053933946, 49.040038733306965]]]}",12594,184,13,4,57,41
52141,52000,CONDES,HAUTE-MARNE,CHAMPAGNE-ARDENNE,"Commune simple",286.0,512.0,0.3,"48.1420892135, 5.14324861233","{""type"": ""Polygon"", ""coordinates"": [[[5.171110922975728, 48.1404724728967], [5.142991748407032, 48.13457757528833], [5.114202062873904, 48.136294404272185], [5.11510227492202, 48.14500972793243], [5.130330582356711, 48.145077744223265], [5.138638933847761, 48.148969095079686], [5.169236256657461, 48.14951761858157], [5.171110922975728, 48.1404724728967]]]}",1362,141,07,1,52,21
60539,60870,RIEUX,OISE,PICARDIE,"Commune simple",60.0,235.0,1.6,"49.3000073439, 2.51252938174","{""type"": ""Polygon"", ""coordinates"": [[[2.510765634491543, 49.28866618139557], [2.495620592802241, 49.30275341995482], [2.508876215600969, 49.30381488403782], [2.514631485950917, 49.30871043572973], [2.523694287210578, 49.30693964562914], [2.526074901983571, 49.29920907808266], [2.514575594352398, 49.29418318971424], [2.510765634491543, 49.28866618139557]]]}",25802,539,20,2,60,22
59377,59159,MARCOING,NORD,NORD-PAS-DE-CALAIS,"Chef-lieu canton",81.0,1513.0,1.8,"50.1144749853, 3.17343200113","{""type"": ""Polygon"", ""coordinates"": [[[3.167978414092173, 50.08684457852767], [3.154466972028579, 50.082434638173225], [3.144968341387152, 50.08956823770879], [3.143660385834992, 50.09600018509732], [3.153470013000081, 50.10355924417908], [3.15509533673061, 50.109960553390344], [3.148906891285179, 50.11882325077708], [3.140228909882165, 50.122362878570854], [3.135907725916249, 50.12051771589327], [3.146713815694747, 50.12842621413385], [3.151402877287838, 50.12678605242969], [3.171616599079003, 50.130809725129545], [3.181836262528402, 50.12887317520286], [3.204298205615631, 50.14220988352969], [3.211637831750767, 50.143005701047], [3.213139459889334, 50.12456602386909], [3.198024921331775, 50.12098108901727], [3.179139607036194, 50.10896687870897], [3.176760363456648, 50.095427104915004], [3.167978414092173, 50.08684457852767]]]}",9786,377,43,2,59,31
86284,86340,VERNON,VIENNE,POITOU-CHARENTES,"Commune simple",127.0,3926.0,0.6,"46.4308038321, 0.481683351308","{""type"": ""Polygon"", ""coordinates"": [[[0.511311785816771, 46.38806789865289], [0.507529582928282, 46.397913386795906], [0.49617329690613, 46.40447566147413], [0.481559304656383, 46.402820687892934], [0.447894455679569, 46.4089558066372], [0.427742834463598, 46.40900787258314], [0.423676206876849, 46.419006678566845], [0.426871489834174, 46.42528623077654], [0.451913960927633, 46.42385693028709], [0.458477961374131, 46.428940349159284], [0.45798993190972, 46.43242507813932], [0.444301910060639, 46.44202070517845], [0.449961653387364, 46.46230097019765], [0.459225205362968, 46.46102988386742], [0.46517347144971, 46.466567555821534], [0.480010806918547, 46.4665714907694], [0.493220773765019, 46.471060360940434], [0.506531052180206, 46.458856094057275], [0.50213265957123, 46.45270589649228], [0.51721977938901, 46.444269087320635], [0.514082870983525, 46.431308886376954], [0.529246326214402, 46.42417860013317], [0.525351252243019, 46.41785096399911], [0.527488529104552, 46.40431165153255], [0.516184582722979, 46.39772375200479], [0.511311785816771, 46.38806789865289]]]}",3123,284,28,3,86,54
11162,11270,GENERVILLE,AUDE,LANGUEDOC-ROUSSILLON,"Commune simple",347.0,1039.0,0.1,"43.2104473587, 1.931378621","{""type"": ""Polygon"", ""coordinates"": [[[1.915145076465099, 43.196641545489825], [1.894359353399717, 43.20466179128573], [1.890648981479146, 43.214726126736515], [1.907150518487061, 43.21041447763375], [1.9114561791356, 43.211006731386014], [1.912788805483094, 43.21730830037371], [1.920095133451934, 43.22059317968508], [1.92854085563191, 43.218869146536726], [1.933859546638117, 43.22393253171747], [1.946659486576097, 43.221557299408516], [1.966743100885051, 43.2169565763822], [1.972032489509763, 43.208640970527696], [1.962345052349871, 43.20365457992655], [1.946408278261421, 43.20903260682482], [1.932385885054548, 43.200510736292316], [1.915145076465099, 43.196641545489825]]]}",3185,162,16,1,11,91
77343,77440,OCQUERRE,SEINE-ET-MARNE,ILE-DE-FRANCE,"Commune simple",98.0,1014.0,0.4,"49.0335795596, 3.06016213237","{""type"": ""Polygon"", ""coordinates"": [[[3.062842908992436, 49.01500280659411], [3.052414670578373, 49.01727376710113], [3.034303791970236, 49.022144899512256], [3.029614953653894, 49.023476937581165], [3.031271255187931, 49.02665062474585], [3.046081892516143, 49.02919052827733], [3.052349593155439, 49.03408846301161], [3.037558816693536, 49.04245627276695], [3.038327214530292, 49.04577394565766], [3.059823904837076, 49.05248188803234], [3.058520340826142, 49.06112339317534], [3.070761315820677, 49.05751121160216], [3.075912284369979, 49.05272456340781], [3.069175106055015, 49.04789115606773], [3.070470607641826, 49.03486147701459], [3.072121063162963, 49.031767339663745], [3.081731887381006, 49.03012468305932], [3.087288293958569, 49.02472569903981], [3.085090378955719, 49.01847794860544], [3.062842908992436, 49.01500280659411]]]}",7262,343,15,1,77,11
22353,22730,TREGASTEL,COTES-D'ARMOR,BRETAGNE,"Commune simple",25.0,717.0,2.4,"48.817321796, -3.50640333126","{""type"": ""Polygon"", ""coordinates"": [[[-3.492599640520063, 48.79623507395424], [-3.496460977408461, 48.79401237681086], [-3.505467057217636, 48.797221346632035], [-3.505522307368645, 48.810231290837294], [-3.52814618065671, 48.815330363507464], [-3.534325971264872, 48.82416982368133], [-3.521096475431552, 48.818829315900835], [-3.525123302913184, 48.83001580763649], [-3.504016385628666, 48.83895578262552], [-3.500902012127744, 48.837663583014084], [-3.509697955108712, 48.83301503916864], [-3.508669437490269, 48.82479606648854], [-3.49543705338336, 48.83024569386672], [-3.48982825694401, 48.82560576119004], [-3.492599640520063, 48.79623507395424]]]}",4627,353,29,3,22,53
08419,08460,SIGNY-L'ABBAYE,ARDENNES,CHAMPAGNE-ARDENNE,"Chef-lieu canton",194.0,6212.0,1.4,"49.7029435011, 4.40415204398","{""type"": ""Polygon"", ""coordinates"": [[[4.429252016119134, 49.65965687063267], [4.418992071704185, 49.66661626106973], [4.411131478733379, 49.66274436280365], [4.39882236048393, 49.667793518252154], [4.363042065193299, 49.688069791308926], [4.343263810457874, 49.684991547430265], [4.354938868093924, 49.67865218380973], [4.351468529954013, 49.672049434571605], [4.341765520567682, 49.67168052716202], [4.331601063172935, 49.66633712078638], [4.328183971134059, 49.6685852736825], [4.330749940073856, 49.678883192543296], [4.334315501859633, 49.68816347253622], [4.343764868795654, 49.69564431638043], [4.338905000889248, 49.70158413858105], [4.346062419325318, 49.717698994690345], [4.355634906929369, 49.71804213029816], [4.351510519979777, 49.72719123563457], [4.36133882046285, 49.734477562711824], [4.367497808402086, 49.73978239408958], [4.382414697596456, 49.74223804254451], [4.39748710119092, 49.74017895856714], [4.40592639140145, 49.73191321900512], [4.418314120634083, 49.736172968470264], [4.43737947494432, 49.739157664054154], [4.450544946059991, 49.72911644967994], [4.457095034984984, 49.733729250426194], [4.454469710334781, 49.7398984019539], [4.458830617657845, 49.74159862015469], [4.472261287602607, 49.73704265649561], [4.468897880943167, 49.73435135143073], [4.471728966855745, 49.727694060311165], [4.450475816480176, 49.70466446804978], [4.449829956357963, 49.69800391096009], [4.449834839259055, 49.69475059035268], [4.46006465260798, 49.688624998629955], [4.457697704933526, 49.6857685377357], [4.463731146545267, 49.6700495114765], [4.458389704531521, 49.665799793869], [4.439430910101993, 49.665684105021256], [4.429252016119134, 49.65965687063267]]]}",4747,419,28,1,08,21
63390,63440,SAINT-QUINTIN-SUR-SIOULE,PUY-DE-DOME,AUVERGNE,"Commune simple",386.0,1428.0,0.3,"46.0925408247, 3.06946747154","{""type"": ""Polygon"", ""coordinates"": [[[3.066731260061135, 46.069562648045796], [3.061989644493875, 46.07525643857248], [3.05347894272245, 46.078349451245806], [3.042388164628384, 46.093014112620835], [3.025293355385527, 46.09916054759132], [3.026110645920173, 46.10293341227971], [3.039110957753282, 46.10748615225258], [3.050355167582955, 46.10074606240643], [3.069427726855003, 46.10462611350347], [3.08604919387874, 46.11237694917447], [3.090955239472271, 46.111733777465396], [3.099445425761715, 46.095616896698665], [3.100844767968539, 46.082297408996034], [3.079913364871674, 46.07767655454506], [3.066731260061135, 46.069562648045796]]]}",14114,390,25,4,63,83
67218,67400,ILLKIRCH-GRAFFENSTADEN,BAS-RHIN,ALSACE,"Chef-lieu canton",143.0,2225.0,26.8,"48.5200498962, 7.73129588098","{""type"": ""Polygon"", ""coordinates"": [[[7.757591894130548, 48.493192660303606], [7.724245416242046, 48.49945459748389], [7.716157388602693, 48.49546856039263], [7.701808086137047, 48.495578377985666], [7.700076878836542, 48.5016759118691], [7.706078643366271, 48.506899273534], [7.702765026904848, 48.509418747895765], [7.698941188278156, 48.51169696903645], [7.702251256460231, 48.52122651286935], [7.695986246000632, 48.53336084998103], [7.706034836747423, 48.53253951348673], [7.719363639168328, 48.537255394333876], [7.7213912420328, 48.54032891437685], [7.716267683725834, 48.54913861915729], [7.730267730649802, 48.55115930460323], [7.755974934301014, 48.53993135653273], [7.763251687044882, 48.51384705377743], [7.758689780294798, 48.507676420874915], [7.759845927257846, 48.500843833014244], [7.753780243043053, 48.49541825508409], [7.757591894130548, 48.493192660303606]]]}",4893,218,42,6,67,42
28315,28270,REVERCOURT,EURE-ET-LOIR,CENTRE,"Commune simple",164.0,547.0,0.0,"48.7223591081, 1.077287859","{""type"": ""Polygon"", ""coordinates"": [[[1.067034946178449, 48.710990511080524], [1.062044998656204, 48.7121061607323], [1.050236225214697, 48.72762256057395], [1.075141239877162, 48.73081591987286], [1.088946123219986, 48.72744803929471], [1.102409166498865, 48.73156750125632], [1.106389441548683, 48.721941144295116], [1.067034946178449, 48.710990511080524]]]}",20789,315,05,3,28,24
23234,23110,SAINT-PRIEST,CREUSE,LIMOUSIN,"Commune simple",511.0,2217.0,0.2,"46.0938953777, 2.35623802038","{""type"": ""Polygon"", ""coordinates"": [[[2.353653733484391, 46.06720066888703], [2.327183445666825, 46.0735845563723], [2.320356791291175, 46.078406693082165], [2.306972394899798, 46.07978458011866], [2.309640317888834, 46.088878128767966], [2.321033595470861, 46.0948452908213], [2.349144449292887, 46.100575189942624], [2.363668493828309, 46.114021230467834], [2.357096985955369, 46.119018106255226], [2.358950435175484, 46.12553032414362], [2.367581076990517, 46.125074427109446], [2.379822347148387, 46.13057204935662], [2.379873747778982, 46.12372841091804], [2.393705851615831, 46.10957496866073], [2.384704903024422, 46.10171906568062], [2.389666994178056, 46.09203828977142], [2.386509212738551, 46.086212930176835], [2.36759143374206, 46.07807645117904], [2.362661134860248, 46.06916974040302], [2.353653733484391, 46.06720066888703]]]}",10219,234,15,1,23,74
78133,78240,CHAMBOURCY,YVELINES,ILE-DE-FRANCE,"Commune simple",117.0,797.0,5.9,"48.8960592796, 2.03321565205","{""type"": ""Polygon"", ""coordinates"": [[[2.03718558989628, 48.87765461478432], [2.020252867793868, 48.882598674466365], [1.998373858656251, 48.891402317944284], [2.012652511885662, 48.89579287035772], [2.022540729614209, 48.893661566937375], [2.026951435811231, 48.89557714738078], [2.027028641340774, 48.91261147098427], [2.03988510194635, 48.91687015189673], [2.052729084891141, 48.90693575745566], [2.054452747035241, 48.89766810449447], [2.03718558989628, 48.87765461478432]]]}",33554,133,21,3,78,11
26030,26310,"LA BATIE-DES-FONDS",DROME,RHONE-ALPES,"Commune simple",1190.0,1156.0,0.0,"44.5149199104, 5.62968857726","{""type"": ""Polygon"", ""coordinates"": [[[5.626343704883892, 44.498089586225696], [5.611732311494858, 44.50651593587371], [5.601595749226207, 44.517077609431645], [5.60833673557107, 44.528654764797245], [5.614987004799334, 44.53277578940858], [5.627908400920498, 44.53416220243352], [5.647084028408893, 44.51958942664759], [5.664504139914002, 44.501894032401594], [5.651359177569788, 44.49936452682959], [5.633443431876494, 44.50218067326587], [5.626343704883892, 44.498089586225696]]]}",33698,030,14,1,26,82
