"Code INSEE","Code Postal",Commune,Département,Région,Statut,"Altitude Moyenne",Superficie,Population,geo_point_2d,geo_shape,"ID Geogla","Code Commune","Code Canton","Code Arrondissement","Code Département","Code Région"
85017,85500,BEAUREPAIRE,VENDEE,"PAYS DE LA LOIRE","Commune simple",93.0,2449.0,2.2,"46.9050210355, -1.10144867013","{""type"": ""Polygon"", ""coordinates"": [[[-1.0508128387829, 46.90888646057225], [-1.061712561989524, 46.90320124792253], [-1.074482484653934, 46.88919936959317], [-1.101302264114475, 46.88111508177451], [-1.111151936427599, 46.88164712323389], [-1.120875466333363, 46.88103781612046], [-1.14794372071263, 46.90016209715261], [-1.13800277493934, 46.901755122882484], [-1.130736806082646, 46.906686395484954], [-1.131618242146368, 46.91667151203843], [-1.125591986934378, 46.92632727075613], [-1.116635664163593, 46.92968613433062], [-1.112701793737766, 46.93610168981295], [-1.103999102600862, 46.932778766879984], [-1.096682097890259, 46.924456302598024], [-1.075407160629088, 46.91717829761342], [-1.060673726509773, 46.916517820621735], [-1.0508128387829, 46.90888646057225]]]}",8845,017,08,2,85,52
70041,70100,AUTREY-LES-GRAY,HAUTE-SAONE,FRANCHE-COMTE,"Chef-lieu canton",227.0,3219.0,0.5,"47.464744731, 5.46526242316","{""type"": ""Polygon"", ""coordinates"": [[[5.444878525874365, 47.40773340466957], [5.435126164916933, 47.41967317771786], [5.437875094792547, 47.43080129194655], [5.433482186788045, 47.4325594088599], [5.44479509017586, 47.44050883082362], [5.438460118135723, 47.444235217085506], [5.441022053891205, 47.446559118510855], [5.435629114456544, 47.45029257438849], [5.430489563725526, 47.45582167746627], [5.434946590370878, 47.46185263134068], [5.432097335905197, 47.47162968404361], [5.447459729835341, 47.496200300699726], [5.454068149561127, 47.50671527902329], [5.461205372403342, 47.50180056311218], [5.506990641010784, 47.50322880889455], [5.520632775910563, 47.494891884745165], [5.505933083689684, 47.485761610349485], [5.480635831490408, 47.46082483294733], [5.479332316414944, 47.464220923217134], [5.469517907979432, 47.46537519754176], [5.445360881974523, 47.45377198809408], [5.478225486763162, 47.42252745001952], [5.492841947140524, 47.41922496605259], [5.488694009182642, 47.40848807277174], [5.484692505760983, 47.41460795111165], [5.475879746100683, 47.41771397439449], [5.444878525874365, 47.40773340466957]]]}",8965,041,02,2,70,43
27518,27680,SAINT-AUBIN-SUR-QUILLEBEUF,EURE,HAUTE-NORMANDIE,"Commune simple",10.0,1229.0,0.6,"49.4493583444, 0.52491272728","{""type"": ""Polygon"", ""coordinates"": [[[0.550196336467183, 49.437845348803584], [0.535890314776691, 49.4348122816625], [0.521649534630341, 49.43819045082959], [0.491278246796516, 49.438607934039375], [0.486779302831, 49.450258824828175], [0.52364336564559, 49.464965381797], [0.538624517097714, 49.46616098899711], [0.543398950655617, 49.46267906372767], [0.56074168992065, 49.44810266406613], [0.550196336467183, 49.437845348803584]]]}",32175,518,29,2,27,23
74094,74380,CRANVES-SALES,HAUTE-SAVOIE,RHONE-ALPES,"Commune simple",642.0,1356.0,5.3,"46.1974383697, 6.30389958032","{""type"": ""Polygon"", ""coordinates"": [[[6.274809475020727, 46.17017037927236], [6.279440363611839, 46.17558855188439], [6.277432761142037, 46.18193729237122], [6.281431967635289, 46.19455669366156], [6.278293556726902, 46.196981538232436], [6.276295169680667, 46.19894082459114], [6.286058834055833, 46.20657203025235], [6.301723578079992, 46.215563393056144], [6.304104229746505, 46.22188423739862], [6.324503095514598, 46.2124660537854], [6.33305304913794, 46.21600108131954], [6.352943172510649, 46.21620030539105], [6.354364023590625, 46.213535620105034], [6.353366858548507, 46.21145600934041], [6.325462235864661, 46.20388483296953], [6.306376331412991, 46.19240965018204], [6.303338647042914, 46.18959589782843], [6.310028085755875, 46.18024426311699], [6.303334414032283, 46.17230058647234], [6.299137678102152, 46.17370235772362], [6.286099094444879, 46.170448182849505], [6.274809475020727, 46.17017037927236]]]}",3765,094,05,3,74,82
63067,63330,"LA CELLETTE",PUY-DE-DOME,AUVERGNE,"Commune simple",644.0,1110.0,0.2,"46.0955904109, 2.72649262532","{""type"": ""Polygon"", ""coordinates"": [[[2.733001503651943, 46.073932645465796], [2.728509781392439, 46.07958610246568], [2.703443745068007, 46.08945583145018], [2.703341766367445, 46.10354832267336], [2.708449091292364, 46.10958586688677], [2.731946583298047, 46.115136791040186], [2.750718137219847, 46.093063436218436], [2.750059978062248, 46.0897931952162], [2.741070218538616, 46.07772442119246], [2.733001503651943, 46.073932645465796]]]}",17506,067,28,4,63,83
15221,15130,SANSAC-DE-MARMIESSE,CANTAL,AUVERGNE,"Commune simple",617.0,1429.0,1.3,"44.8902213985, 2.34319236958","{""type"": ""Polygon"", ""coordinates"": [[[2.365339541870641, 44.874882499255634], [2.338573051937687, 44.88006551217828], [2.330769824343793, 44.871762337933816], [2.322570475496451, 44.86920057878573], [2.314897531392612, 44.89930714684291], [2.319282460641208, 44.90542968897492], [2.342113454442096, 44.91078943410568], [2.353918012612355, 44.90018019281546], [2.367595381477535, 44.89719761020979], [2.377245942794759, 44.889400864471234], [2.376228608618734, 44.8795090730959], [2.365339541870641, 44.874882499255634]]]}",5888,221,03,1,15,83
68253,68490,OTTMARSHEIM,HAUT-RHIN,ALSACE,"Commune simple",226.0,2565.0,1.9,"47.7858970322, 7.49270791037","{""type"": ""Polygon"", ""coordinates"": [[[7.444712923751498, 47.76305998528486], [7.445980848677719, 47.76575226104397], [7.45454648008041, 47.78452849188613], [7.460435832127936, 47.805939204417136], [7.460496173357315, 47.80665806833128], [7.501716584028117, 47.80767671453161], [7.510511226796404, 47.80408388321958], [7.540651379138688, 47.80290078082522], [7.530268700740952, 47.783605114775426], [7.532995194242599, 47.766794440616096], [7.523214606949749, 47.765153596909116], [7.499407469058954, 47.76934406882253], [7.444712923751498, 47.76305998528486]]]}",26024,253,31,4,68,42
71448,71118,SAINT-MARTIN-BELLE-ROCHE,SAONE-ET-LOIRE,BOURGOGNE,"Commune simple",206.0,452.0,1.3,"46.3803240277, 4.85450707097","{""type"": ""Polygon"", ""coordinates"": [[[4.858529979927777, 46.36801663792758], [4.841273001027105, 46.37177330246121], [4.839460510983273, 46.37823362627319], [4.846743410034286, 46.39310379639159], [4.873919178764043, 46.384986586242874], [4.865690621451424, 46.37576299563319], [4.858529979927777, 46.36801663792758]]]}",16281,448,26,5,71,26
47135,47260,LAPARADE,LOT-ET-GARONNE,AQUITAINE,"Commune simple",120.0,1622.0,0.4,"44.4080359614, 0.439432050771","{""type"": ""Polygon"", ""coordinates"": [[[0.446571845789585, 44.37918510794253], [0.438528798485428, 44.38292501420954], [0.428564362113355, 44.394653290930194], [0.415180670009758, 44.396978791098526], [0.414922083751905, 44.41281533968845], [0.421963523768371, 44.41712345161911], [0.421906758008471, 44.43022680785061], [0.430747229461804, 44.437881864292734], [0.445524633627745, 44.437459921173215], [0.45234834267491, 44.42104584307461], [0.450849081953867, 44.41415718865903], [0.458771481364171, 44.401713232049964], [0.470547097685403, 44.39571594596916], [0.467659011747132, 44.38951622150505], [0.451158224256845, 44.38302906108908], [0.446571845789585, 44.37918510794253]]]}",32552,135,08,2,47,72
69086,69210,FLEURIEUX-SUR-L'ARBRESLE,RHONE,RHONE-ALPES,"Commune simple",294.0,949.0,2.2,"45.8393590284, 4.65229651357","{""type"": ""Polygon"", ""coordinates"": [[[4.636285143645244, 45.82350240490928], [4.630604950903311, 45.83225814769813], [4.621859763352482, 45.83500505025336], [4.624772564564478, 45.839844883633766], [4.633138164124781, 45.84079605791347], [4.636966030829079, 45.84602767241056], [4.655811315635888, 45.856444214383494], [4.67038111205718, 45.85571636824972], [4.675412226493981, 45.843113218608295], [4.668118099586961, 45.82734195954662], [4.636285143645244, 45.82350240490928]]]}",25323,086,03,1,69,82
2B251,20243,PRUNELLI-DI-FIUMORBO,HAUTE-CORSE,CORSE,"Chef-lieu canton",113.0,3776.0,3.3,"42.0072330034, 9.36772895124","{""type"": ""Polygon"", ""coordinates"": [[[9.439854477337848, 41.98768189882741], [9.42177765006116, 41.976830051913886], [9.403343539562847, 41.97583132599544], [9.391050594645309, 41.98009145087331], [9.372382433105964, 41.99944527115022], [9.359374966324078, 41.995713347538214], [9.323555415991017, 41.9959980671175], [9.314926039858536, 41.99777617119569], [9.312506626649716, 42.01080072548584], [9.309071371744778, 42.01302489721542], [9.316520106888689, 42.03554623355997], [9.336662082847573, 42.038333680016194], [9.366629214629326, 42.03468494207511], [9.368082402291435, 42.02812530923292], [9.379837761726298, 42.01747376880536], [9.399953289914567, 42.009271268528664], [9.417811743084375, 42.00579008044268], [9.441408505383553, 41.98962434995594], [9.439854477337848, 41.98768189882741]]]}",13851,251,41,3,2B,94
67432,67160,SALMBACH,BAS-RHIN,ALSACE,"Commune simple",153.0,877.0,0.6,"48.9761241768, 8.07012964746","{""type"": ""Polygon"", ""coordinates"": [[[8.078933398440208, 48.95781570582522], [8.07549951244687, 48.95530306238031], [8.066618715029819, 48.95838245284892], [8.048158877527264, 48.9686503859719], [8.045315311725865, 48.97487942011079], [8.060877084503378, 48.98469337803157], [8.067345635708707, 48.994295643060966], [8.068136470228703, 48.99930813397958], [8.091376040143565, 48.989258216915005], [8.0853138029679, 48.984262359865646], [8.087823242388916, 48.97494668778807], [8.082445460588142, 48.96937195998103], [8.084661774707115, 48.96293416021331], [8.078933398440208, 48.95781570582522]]]}",19938,432,11,7,67,42
60224,60620,ETAVIGNY,OISE,PICARDIE,"Commune simple",130.0,720.0,0.2,"49.1276676436, 2.98017417243","{""type"": ""Polygon"", ""coordinates"": [[[2.994959366644225, 49.1172159507844], [2.988756469415375, 49.107936775116094], [2.973266818520175, 49.109282991342425], [2.967306266085223, 49.1142086145001], [2.967006350737194, 49.13351208790127], [2.977426420137952, 49.149374241356774], [2.981537788989946, 49.1504807995756], [2.994819835533539, 49.1428040119873], [2.986765144076382, 49.129721734441354], [2.994959366644225, 49.1172159507844]]]}",13306,224,05,4,60,22
08043,08200,BALAN,ARDENNES,CHAMPAGNE-ARDENNE,"Commune simple",173.0,459.0,1.6,"49.6897594511, 4.96358286973","{""type"": ""Polygon"", ""coordinates"": [[[4.954986072246199, 49.672547848576926], [4.947849395285397, 49.67535884298357], [4.945510457567937, 49.68598447646667], [4.967754473674421, 49.702443735861706], [4.983887524649538, 49.70464461381928], [4.97610744606096, 49.68763063921229], [4.958593950475116, 49.67924907274541], [4.954986072246199, 49.672547848576926]]]}",32533,043,27,3,08,21
76758,76190,YVETOT,SEINE-MARITIME,HAUTE-NORMANDIE,"Chef-lieu canton",141.0,748.0,11.9,"49.6175135557, 0.761699633531","{""type"": ""Polygon"", ""coordinates"": [[[0.76229682017299, 49.60177223862287], [0.752183904268616, 49.60528039659698], [0.743697055073962, 49.61487716098277], [0.736532856771537, 49.63205835212576], [0.749312407629815, 49.63415655252206], [0.772098920414778, 49.62131657904567], [0.80025924817569, 49.614512017935176], [0.797160756912854, 49.60966432950539], [0.787558603234595, 49.61225869588975], [0.777590085063912, 49.61051251537225], [0.76229682017299, 49.60177223862287]]]}",25460,758,55,3,76,23
03020,03390,BEAUNE-D'ALLIER,ALLIER,AUVERGNE,"Commune simple",481.0,2440.0,0.3,"46.272817743, 2.8909137183","{""type"": ""Polygon"", ""coordinates"": [[[2.925897762383127, 46.2493851533471], [2.905702189811773, 46.248712862753564], [2.886301268969785, 46.25313450408734], [2.866004373297859, 46.25105932465846], [2.859759664692221, 46.2565897578473], [2.853515573552585, 46.261417473415705], [2.850490679556968, 46.270895592885104], [2.862127449164849, 46.2803382893586], [2.884307568535792, 46.3059185072368], [2.893620451571743, 46.307629480877466], [2.909388614386481, 46.28784164914147], [2.918302634946174, 46.285462128373226], [2.92449460087638, 46.26918576773294], [2.928069717072712, 46.25598706278584], [2.925897762383127, 46.2493851533471]]]}",1963,020,22,1,03,83
57100,57370,BOURSCHEID,MOSELLE,LORRAINE,"Commune simple",302.0,411.0,0.2,"48.7696199164, 7.19805131397","{""type"": ""Polygon"", ""coordinates"": [[[7.21352080634201, 48.76286196348564], [7.194010337934267, 48.759118011930525], [7.184515047867088, 48.76658461503528], [7.180410361771925, 48.77163703009283], [7.18865376520775, 48.779606988169654], [7.197046883983451, 48.7790780039856], [7.213857105202684, 48.77393737783004], [7.21352080634201, 48.76286196348564]]]}",22329,100,24,5,57,41
62550,62140,MARCONNELLE,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS,"Commune simple",59.0,560.0,1.2,"50.369452969, 2.00711158449","{""type"": ""Polygon"", ""coordinates"": [[[1.996584224099889, 50.35677176840019], [1.981588439864077, 50.36129982475954], [2.00422157166723, 50.38084183245866], [2.010666051429773, 50.38157597834231], [2.025615691763423, 50.37815742869075], [2.030404722121438, 50.37443323777831], [2.030407997186913, 50.37426267614705], [2.027328429400795, 50.36796260327505], [1.996584224099889, 50.35677176840019]]]}",17631,550,26,4,62,31
78442,78640,NEAUPHLE-LE-CHATEAU,YVELINES,ILE-DE-FRANCE,"Commune simple",156.0,220.0,3.0,"48.8130997421, 1.90470412718","{""type"": ""Polygon"", ""coordinates"": [[[1.914910943479307, 48.802631449947846], [1.898492103808992, 48.80962289401545], [1.893691576263476, 48.80867012254765], [1.88895798200323, 48.80905795650232], [1.901268931614907, 48.821961792362664], [1.913066136329243, 48.81993795131864], [1.914910943479307, 48.802631449947846]]]}",20221,442,15,2,78,11
31038,31380,AZAS,HAUTE-GARONNE,MIDI-PYRENEES,"Commune simple",186.0,1287.0,0.5,"43.7200477116, 1.67437358788","{""type"": ""Polygon"", ""coordinates"": [[[1.706445596318425, 43.71621951436253], [1.702260975296087, 43.71033800651025], [1.692888939061835, 43.71001887312993], [1.678757312374217, 43.70144268112032], [1.661019461603868, 43.70565367110676], [1.653178882617659, 43.70830180490465], [1.647693327700068, 43.724676169647665], [1.657847571886778, 43.73195659476859], [1.659730445271701, 43.74218551483114], [1.679455001821721, 43.73574867498364], [1.688781949840546, 43.7284636513921], [1.693022863943283, 43.72970259549731], [1.706445596318425, 43.71621951436253]]]}",20353,038,19,3,31,73
66207,66300,TERRATS,PYRENEES-ORIENTALES,LANGUEDOC-ROUSSILLON,"Commune simple",146.0,747.0,0.7,"42.6033088129, 2.75967553668","{""type"": ""Polygon"", ""coordinates"": [[[2.747462675738171, 42.59373302112412], [2.730994373095197, 42.59229936560273], [2.729704541252346, 42.597573333264265], [2.735662126493257, 42.601346135484455], [2.730978291930052, 42.60634200979403], [2.763911553838569, 42.61219157522014], [2.789053561841646, 42.61670333615686], [2.783645208504645, 42.6111724809979], [2.78677452287323, 42.59749565426813], [2.783045252913394, 42.59577102983922], [2.77632509328312, 42.59983871177233], [2.769013713632656, 42.596236082977214], [2.747462675738171, 42.59373302112412]]]}",12485,207,17,2,66,91
50059,50480,BLOSVILLE,MANCHE,BASSE-NORMANDIE,"Commune simple",19.0,420.0,0.3,"49.3718453122, -1.28832073685","{""type"": ""Polygon"", ""coordinates"": [[[-1.273701658544682, 49.36408548652083], [-1.280613711999421, 49.36449786091254], [-1.316491036142657, 49.3630049573486], [-1.331451601731314, 49.36307250633527], [-1.312014462815867, 49.36798100404728], [-1.297390899631511, 49.36734088582688], [-1.296133555420452, 49.38052846892519], [-1.270941654906027, 49.38150259749472], [-1.263198390144225, 49.38556575234764], [-1.260146679189537, 49.38417910882768], [-1.263592309920254, 49.38133007344272], [-1.270804053832091, 49.3776817192823], [-1.273701658544682, 49.36408548652083]]]}",3660,059,37,2,50,25
49144,49440,FREIGNE,MAINE-ET-LOIRE,"PAYS DE LA LOIRE","Commune simple",52.0,6541.0,1.2,"47.5362195118, -1.10598728403","{""type"": ""Polygon"", ""coordinates"": [[[-1.07264437529457, 47.50148094418645], [-1.076813373552223, 47.50329999318211], [-1.106345462959566, 47.50090103229272], [-1.140584544727157, 47.5046910336392], [-1.1542340404194, 47.50932476607584], [-1.1666440592261, 47.52345708386325], [-1.168372712678935, 47.53026392368192], [-1.153422699079985, 47.539289067940445], [-1.154352063028684, 47.54268120989873], [-1.178346163678159, 47.54802481384602], [-1.172934027318289, 47.57281774403395], [-1.099904541582251, 47.5657285047797], [-1.07518148289621, 47.56756889936636], [-1.055643481202082, 47.565275942094615], [-1.049461460599372, 47.54855507089925], [-1.03977782308702, 47.54883710607214], [-1.038734815343258, 47.53222586493663], [-1.044457500608429, 47.50550106908368], [-1.07264437529457, 47.50148094418645]]]}",3787,144,07,4,49,52
19105,19190,LANTEUIL,CORREZE,LIMOUSIN,"Commune simple",296.0,2254.0,0.5,"45.1177049487, 1.64002369199","{""type"": ""Polygon"", ""coordinates"": [[[1.653481940945304, 45.10066305537377], [1.629843011080201, 45.097088079018036], [1.606286370721475, 45.10155089076077], [1.603225700600853, 45.11056301880312], [1.601677585484327, 45.12364652128469], [1.608762503700036, 45.1359285038884], [1.626624646835478, 45.13235856500912], [1.637362286070015, 45.13914524842942], [1.646741926908044, 45.1380076744453], [1.647485591780919, 45.1351439752894], [1.651515987725805, 45.135787125120046], [1.655111833239467, 45.14021615278966], [1.659549115596222, 45.140359611326325], [1.671173643055432, 45.13095302256868], [1.66990280653346, 45.12448105888588], [1.681031758873435, 45.11807538926395], [1.684098097944335, 45.11154677449364], [1.679946759671711, 45.10585140610025], [1.653481940945304, 45.10066305537377]]]}",1001,105,04,1,19,74
69386,69006,LYON--6E--ARRONDISSEMENT,RHONE,RHONE-ALPES,"Commune simple",168.0,378.0,49.6,"45.7728507239, 4.85207911437","{""type"": ""Polygon"", ""coordinates"": [[[4.839949439287251, 45.763558159453325], [4.839756688763879, 45.766272510421146], [4.839738601584955, 45.77307334284989], [4.843051176986397, 45.77861283694163], [4.85148091638059, 45.78585185888012], [4.860397770371343, 45.78646182341119], [4.858524945906479, 45.773657154640254], [4.870004278123749, 45.76370342551279], [4.839949439287251, 45.763558159453325]]]}",36610,386,99,1,69,82
41218,41320,SAINT-JULIEN-SUR-CHER,LOIR-ET-CHER,CENTRE,"Commune simple",119.0,1624.0,0.7,"47.266322353, 1.77970795893","{""type"": ""Polygon"", ""coordinates"": [[[1.795820658431497, 47.23781954139111], [1.776695158313714, 47.24346270328982], [1.762283445038634, 47.253817058762664], [1.747121835323302, 47.28418560763249], [1.754240616080271, 47.28816980483823], [1.765504110988206, 47.28344626717694], [1.782975986543808, 47.28782648190477], [1.792955250312315, 47.28066488329542], [1.811969633069962, 47.27757486216943], [1.796051484536059, 47.24817613921837], [1.795820658431497, 47.23781954139111]]]}",31103,218,09,3,41,24
01205,01200,LANCRANS,AIN,RHONE-ALPES,"Commune simple",766.0,967.0,1.0,"46.1323202721, 5.84050985141","{""type"": ""Polygon"", ""coordinates"": [[[5.866646988537699, 46.13683342823912], [5.853062697271762, 46.13258912708188], [5.854790100984619, 46.12244463240173], [5.834044476762005, 46.113422187993145], [5.8253692467505, 46.115539742647734], [5.819936530138953, 46.1280734809161], [5.813652943262177, 46.13543787485597], [5.81627872893149, 46.13836429191961], [5.853350103049005, 46.147837111163916], [5.868069340083355, 46.14743026737284], [5.866646988537699, 46.13683342823912]]]}",18491,205,12,3,01,82
22140,22640,"LA MALHOURE",COTES-D'ARMOR,BRETAGNE,"Commune simple",119.0,517.0,0.5,"48.3961928659, -2.49404154442","{""type"": ""Polygon"", ""coordinates"": [[[-2.484204890445489, 48.38223210475761], [-2.493067700290859, 48.38244335033939], [-2.513597170765604, 48.39602677473323], [-2.510022627043642, 48.4022266282499], [-2.478964270408929, 48.41232550673721], [-2.484581096525196, 48.399575126308406], [-2.4798243884184, 48.38670072827728], [-2.484204890445489, 48.38223210475761]]]}",24675,140,18,4,22,53
47200,47210,PARRANQUET,LOT-ET-GARONNE,AQUITAINE,"Commune simple",141.0,965.0,0.1,"44.6614016738, 0.816025305504","{""type"": ""Polygon"", ""coordinates"": [[[0.835050248597712, 44.65329380532255], [0.817308359519824, 44.64976590459797], [0.790221077003806, 44.6507229910395], [0.785488597855735, 44.659742663540435], [0.790913030015523, 44.66783069560719], [0.80455212816007, 44.6714885731165], [0.818837517802326, 44.67121275920952], [0.825838128041986, 44.67589869110603], [0.835439519376157, 44.67042207307096], [0.852431829452616, 44.66897903779214], [0.844563252734115, 44.66583597450843], [0.843061092558301, 44.65628724583598], [0.835050248597712, 44.65329380532255]]]}",6361,200,35,3,47,72
